"","word","n"
"3991","going to continue to",18
"3992","good luck with the",18
"3993","good to be true",18
"3994","great time at the",18
"3995","had a good day",18
"3996","had a great night",18
"3997","had to take a",18
"3998","happy birthday to you",18
"3999","has become one of",18
"4000","has been a long",18
"4001","has been in the",18
"4002","has something to do",18
"4003","has the power to",18
"4004","has yet to be",18
"4005","have been in the",18
"4006","have been waiting for",18
"4007","have no idea where",18
"4008","have not been able",18
"4009","he doesn't want to",18
"4010","he said he has",18
"4011","he would like to",18
"4012","he's going to be",18
"4013","hit me up if",18
"4014","hope you are doing",18
"4015","how much do you",18
"4016","hundreds of millions of",18
"4017","i am excited to",18
"4018","i am happy to",18
"4019","i am in love",18
"4020","i am so grateful",18
"4021","i can feel it",18
"4022","i can't believe it",18
"4023","i did not know",18
"4024","i didn't know that",18
"4025","i don't like it",18
"4026","i don't think the",18
"4027","i get a follow",18
"4028","i go back to",18
"4029","i have been a",18
"4030","i haven't talked to",18
"4031","i hope everyone had",18
"4032","i just had a",18
"4033","i know but i",18
"4034","i know is that",18
"4035","i love love love",18
"4036","i love my life",18
"4037","i really appreciate it",18
"4038","i really don't like",18
"4039","i think i need",18
"4040","i think i'm gonna",18
"4041","i think that was",18
"4042","i told you i",18
"4043","i want to try",18
"4044","i was hoping for",18
"4045","i was hoping to",18
"4046","i was in high",18
"4047","i was talking to",18
"4048","i would have liked",18
"4049","i would not be",18
"4050","i would not have",18
"4051","i'm a huge fan",18
"4052","i've been wanting to",18
"4053","i’m looking forward to",18
"4054","if we want to",18
"4055","if you haven't seen",18
"4056","in a manner that",18
"4057","in love with this",18
"4058","in support of the",18
"4059","in the area and",18
"4060","in the best of",18
"4061","in the big leagues",18
"4062","in the centre of",18
"4063","in the fact that",18
"4064","in the fall of",18
"4065","in the first three",18
"4066","in the land of",18
"4067","in the line of",18
"4068","in the mean time",18
"4069","in the past three",18
"4070","in the same place",18
"4071","in the shape of",18
"4072","in the western conference",18
"4073","interesting to see how",18
"4074","into the back of",18
"4075","is a great day",18
"4076","is a great place",18
"4077","is a little bit",18
"4078","is a lot more",18
"4079","is about to be",18
"4080","is believed to be",18
"4081","is going to make",18
"4082","is going to the",18
"4083","is it possible to",18
"4084","is meant to be",18
"4085","is no doubt that",18
"4086","is subject to change",18
"4087","it all the way",18
"4088","it doesn't matter what",18
"4089","it for a while",18
"4090","it is all about",18
"4091","it it was a",18
"4092","it was a huge",18
"4093","it was my first",18
"4094","it would have to",18
"4095","it's been too long",18
"4096","it's not too late",18
"4097","just when you think",18
"4098","know how to do",18
"4099","know if you have",18
"4100","know if you want",18
"4101","know what kind of",18
"4102","last couple of weeks",18
"4103","last couple of years",18
"4104","last week in the",18
"4105","later in the week",18
"4106","long have you been",18
"4107","may not be able",18
"4108","may the fourth be",18
"4109","me back to the",18
"4110","me feel like a",18
"4111","might not have been",18
"4112","more of the same",18
"4113","more than anything else",18
"4114","much for the rt",18
"4115","no idea what to",18
"4116","not a big deal",18
"4117","not to be confused",18
"4118","now and then i",18
"4119","of my life and",18
"4120","of people who are",18
"4121","of the people in",18
"4122","of the so called",18
"4123","of the time the",18
"4124","of the world is",18
"4125","of the year but",18
"4126","of those people who",18
"4127","on one side and",18
"4128","on over to the",18
"4129","on the basis of",18
"4130","on the corner of",18
"4131","on the end of",18
"4132","on the floor of",18
"4133","on the ground and",18
"4134","on the hunt for",18
"4135","on the road and",18
"4136","on the same page",18
"4137","on the second floor",18
"4138","on top of it",18
"4139","once in a lifetime",18
"4140","one of the better",18
"4141","out a way to",18
"4142","out of high school",18
"4143","out of my mouth",18
"4144","out of the race",18
"4145","out the window and",18
"4146","over the last decade",18
"4147","over the past three",18
"4148","part of the world",18
"4149","port authority of new",18
"4150","pretty much the same",18
"4151","put a lot of",18
"4152","put a smile on",18
"4153","rain rain go away",18
"4154","referred to as the",18
"4155","reminded me of the",18
"4156","rest of the year",18
"4157","round of the playoffs",18
"4158","rt if you love",18
"4159","rt thank you for",18
"4160","said at a news",18
"4161","said he had no",18
"4162","said in a phone",18
"4163","said there is no",18
"4164","second round of the",18
"4165","see it as a",18
"4166","seven days a week",18
"4167","since the beginning of",18
"4168","so happy for you",18
"4169","so i thought i",18
"4170","so i went to",18
"4171","stay away from the",18
"4172","stay tuned for the",18
"4173","taking a break from",18
"4174","talk to you about",18
"4175","thank you for making",18
"4176","thanks for following i",18
"4177","thanks for the invite",18
"4178","that he and his",18
"4179","that i have no",18
"4180","that i know of",18
"4181","that moment when you",18
"4182","that most of the",18
"4183","that sort of thing",18
"4184","that was a great",18
"4185","that you are a",18
"4186","that's not to say",18
"4187","the author of the",18
"4188","the beauty of the",18
"4189","the best of it",18
"4190","the best of me",18
"4191","the best time to",18
"4192","the body of christ",18
"4193","the chairman of the",18
"4194","the day to day",18
"4195","the death of his",18
"4196","the death of the",18
"4197","the early days of",18
"4198","the end of an",18
"4199","the first person to",18
"4200","the first thing that",18
"4201","the girl with the",18
"4202","the grace of god",18
"4203","the health of the",18
"4204","the house and senate",18
"4205","the kind of thing",18
"4206","the last two weeks",18
"4207","the leader of the",18
"4208","the left side of",18
"4209","the meaning of the",18
"4210","the new york giants",18
"4211","the new york post",18
"4212","the outside of the",18
"4213","the rest of our",18
"4214","the rest of their",18
"4215","the rest of this",18
"4216","the result of the",18
"4217","the same goes for",18
"4218","the same thing as",18
"4219","the shape of the",18
"4220","the time of his",18
"4221","the time to get",18
"4222","the university of maryland",18
"4223","the university of missouri",18
"4224","the way up to",18
"4225","the way you want",18
"4226","the weight of the",18
"4227","the whole point of",18
"4228","the yield on the",18
"4229","then there was the",18
"4230","there have been a",18
"4231","there is no god",18
"4232","there is no need",18
"4233","there is no one",18
"4234","there was no way",18
"4235","there would be a",18
"4236","they have to do",18
"4237","they used to be",18
"4238","this is crazy but",18
"4239","this is my last",18
"4240","this is not to",18
"4241","this is such a",18
"4242","this may be the",18
"4243","this side of the",18
"4244","those of you that",18
"4245","time thanks for the",18
"4246","to all my new",18
"4247","to all the people",18
"4248","to all those who",18
"4249","to be a big",18
"4250","to be confused with",18
"4251","to do it the",18
"4252","to do with a",18
"4253","to do with them",18
"4254","to do with your",18
"4255","to find out the",18
"4256","to get it out",18
"4257","to get it right",18
"4258","to get out the",18
"4259","to give him a",18
"4260","to have to be",18
"4261","to life in prison",18
"4262","to pay for it",18
"4263","to put together a",18
"4264","to tell a story",18
"4265","to the final four",18
"4266","to the new york",18
"4267","to the other side",18
"4268","to win a free",18
"4269","to win the game",18
"4270","too good to be",18
"4271","toward the end of",18
"4272","trying to find the",18
"4273","trying to make it",18
"4274","under the influence of",18
"4275","up in front of",18
"4276","want to get in",18
"4277","want to see a",18
"4278","was able to do",18
"4279","was great to meet",18
"4280","was so nice to",18
"4281","was taken to a",18
"4282","we are excited to",18
"4283","we are on the",18
"4284","we don’t want to",18
"4285","we have no now",18
"4286","we have to make",18
"4287","we need to stop",18
"4288","we really need to",18
"4289","we want you to",18
"4290","we're going to do",18
"4291","went back to the",18
"4292","were meant to be",18
"4293","what he was doing",18
"4294","what i'm talking about",18
"4295","what i’m talking about",18
"4296","what it feels like",18
"4297","what you have to",18
"4298","when you get to",18
"4299","when you think of",18
"4300","which is one of",18
"4301","while at the same",18
"4302","who am i kidding",18
"4303","who came to the",18
"4304","who would like to",18
"4305","wish you were here",18
"4306","with a glass of",18
"4307","with a variety of",18
"4308","work to be done",18
"4309","would love to get",18
"4310","years in prison and",18
"4311","you and this is",18
"4312","you can be a",18
"4313","you can do this",18
"4314","you can get it",18
"4315","you can make a",18
"4316","you can use the",18
"4317","you don't need a",18
"4318","you for following me",18
"4319","you going to the",18
"4320","you know you can",18
"4321","you look like a",18
"4322","you may not be",18
"4323","you never know what",18
"4324","you think you are",18
"4325","you will have a",18
"4326","a far cry from",17
"4327","a few days after",17
"4328","a few times and",17
"4329","a good example of",17
"4330","a great time in",17
"4331","a great time with",17
"4332","a great weekend i",17
"4333","a host of other",17
"4334","a large amount of",17
"4335","a lot of new",17
