"","word","n"
"7801","just waiting for",41
"7802","keep track of",41
"7803","know is that",41
"7804","know you have",41
"7805","last year at",41
"7806","less than the",41
"7807","like it i",41
"7808","like they were",41
"7809","like this i",41
"7810","like to share",41
"7811","look at that",41
"7812","looks like i",41
"7813","lots of fun",41
"7814","love the new",41
"7815","love you all",41
"7816","luther king jr",41
"7817","make a decision",41
"7818","make sure they",41
"7819","man with a",41
"7820","me i need",41
"7821","me thank you",41
"7822","meeting of the",41
"7823","my last tweet",41
"7824","my mind i",41
"7825","need more followers",41
"7826","new york the",41
"7827","next few weeks",41
"7828","next week i",41
"7829","nice to be",41
"7830","no no no",41
"7831","none of this",41
"7832","not only are",41
"7833","not only did",41
"7834","now i feel",41
"7835","of each other",41
"7836","of me i",41
"7837","of the county",41
"7838","of the economy",41
"7839","of the food",41
"7840","of the internet",41
"7841","of the students",41
"7842","of the summer",41
"7843","of the third",41
"7844","of these things",41
"7845","of this world",41
"7846","on a recent",41
"7847","on a sunday",41
"7848","on her own",41
"7849","on suspicion of",41
"7850","one for the",41
"7851","or the other",41
"7852","our goal is",41
"7853","out thanks for",41
"7854","really like the",41
"7855","right back at",41
"7856","right now so",41
"7857","run of the",41
"7858","said it's not",41
"7859","said the city",41
"7860","said they would",41
"7861","said to be",41
"7862","season with a",41
"7863","second time in",41
"7864","serves as a",41
"7865","share in the",41
"7866","should follow me",41
"7867","so much in",41
"7868","so we are",41
"7869","some of that",41
"7870","some of which",41
"7871","st louis area",41
"7872","start with a",41
"7873","state and local",41
"7874","stuck in my",41
"7875","students in the",41
"7876","take a nap",41
"7877","take over the",41
"7878","taken care of",41
"7879","taken to the",41
"7880","talk to the",41
"7881","talking about it",41
"7882","tell me i",41
"7883","than it was",41
"7884","that and i",41
"7885","that at the",41
"7886","that he did",41
"7887","that i get",41
"7888","that i haven't",41
"7889","that i used",41
"7890","that the first",41
"7891","that you know",41
"7892","that's not a",41
"7893","the air and",41
"7894","the area and",41
"7895","the best place",41
"7896","the day that",41
"7897","the effect of",41
"7898","the end it",41
"7899","the image of",41
"7900","the law of",41
"7901","the little things",41
"7902","the mood for",41
"7903","the person you",41
"7904","the social media",41
"7905","the terms of",41
"7906","the third time",41
"7907","the united nations",41
"7908","the urge to",41
"7909","the very least",41
"7910","the way and",41
"7911","there is some",41
"7912","things in life",41
"7913","this guy is",41
"7914","this year for",41
"7915","thought that was",41
"7916","thoughts and prayers",41
"7917","thousands of people",41
"7918","time it is",41
"7919","to a place",41
"7920","to be quite",41
"7921","to catch a",41
"7922","to catch the",41
"7923","to get our",41
"7924","to hear you",41
"7925","to learn that",41
"7926","to match the",41
"7927","to name a",41
"7928","to spend some",41
"7929","to take me",41
"7930","to the rest",41
"7931","to the side",41
"7932","today it is",41
"7933","too many people",41
"7934","top of my",41
"7935","tour of the",41
"7936","turn into a",41
"7937","up with some",41
"7938","vice president and",41
"7939","want to win",41
"7940","was arrested in",41
"7941","was at a",41
"7942","was happy to",41
"7943","was working on",41
"7944","week in the",41
"7945","well i guess",41
"7946","were in a",41
"7947","what he said",41
"7948","what i like",41
"7949","what is a",41
"7950","what's wrong with",41
"7951","when do you",41
"7952","where to go",41
"7953","who is also",41
"7954","why did you",41
"7955","wide variety of",41
"7956","will be missed",41
"7957","will be very",41
"7958","will likely be",41
"7959","will make a",41
"7960","with just a",41
"7961","with plenty of",41
"7962","with the stars",41
"7963","year or so",41
"7964","you decide to",41
"7965","you do the",41
"7966","you have your",41
"7967","you know me",41
"7968","you ready for",41
"7969","you should come",41
"7970","you won't be",41
"7971","a commitment to",40
"7972","a day in",40
"7973","a difference in",40
"7974","a glimpse of",40
"7975","a great opportunity",40
"7976","a home in",40
"7977","a sign that",40
"7978","a way for",40
"7979","a while ago",40
"7980","a world of",40
"7981","agree with you",40
"7982","all day i",40
"7983","all you do",40
"7984","among the most",40
"7985","an hour or",40
"7986","and all but",40
"7987","and be a",40
"7988","and he did",40
"7989","and my mom",40
"7990","and the united",40
"7991","approved by the",40
"7992","are a couple",40
"7993","are based on",40
"7994","are meant to",40
"7995","as it has",40
"7996","as we have",40
"7997","at the local",40
"7998","been charged with",40
"7999","been looking for",40
"8000","before i was",40
"8001","boys and girls",40
"8002","but as the",40
"8003","but i always",40
"8004","but i couldn't",40
"8005","but if the",40
"8006","came to a",40
"8007","can be made",40
"8008","can't tell you",40
"8009","chance to get",40
"8010","chance to see",40
"8011","congrats on your",40
"8012","day for a",40
"8013","day i was",40
"8014","days in the",40
"8015","department of transportation",40
"8016","did not return",40
"8017","different types of",40
"8018","do i need",40
"8019","don't care what",40
"8020","don't have time",40
"8021","dont want to",40
"8022","down the stretch",40
"8023","down with a",40
"8024","edges of the",40
"8025","email me at",40
"8026","far as the",40
"8027","far away from",40
"8028","feel sorry for",40
"8029","first thing i",40
"8030","first time the",40
"8031","for all you",40
"8032","for me is",40
"8033","form of a",40
"8034","friday and saturday",40
"8035","gearing up for",40
"8036","give up the",40
"8037","goes back to",40
"8038","great day to",40
"8039","had not been",40
"8040","has also been",40
"8041","has been working",40
"8042","have a hard",40
"8043","have a safe",40
"8044","have an awesome",40
"8045","have to stop",40
"8046","have you tried",40
"8047","he said you",40
"8048","he was doing",40
"8049","here is what",40
"8050","here we come",40
"8051","his home in",40
"8052","house of representatives",40
"8053","how could i",40
"8054","i appreciate the",40
"8055","i can't go",40
"8056","i end up",40
"8057","i follow back",40
"8058","i have it",40
"8059","i need my",40
"8060","i really appreciate",40
"8061","i really liked",40
"8062","i saw him",40
"8063","i thought they",40
"8064","i thought this",40
"8065","i use the",40
"8066","i was feeling",40
"8067","i will make",40
"8068","i wrote a",40
"8069","i'm at the",40
"8070","if he could",40
"8071","if you're interested",40
"8072","in accordance with",40
"8073","in both the",40
"8074","in preparation for",40
"8075","in the am",40
"8076","in the living",40
"8077","in the music",40
"8078","in the night",40
"8079","in your head",40
"8080","is no doubt",40
"8081","is one that",40
"8082","is the greatest",40
"8083","is the next",40
"8084","is the result",40
"8085","it i had",40
"8086","it must have",40
"8087","it was actually",40
"8088","it was as",40
"8089","knew i was",40
"8090","know a lot",40
"8091","know for sure",40
"8092","know what that",40
"8093","know you can",40
"8094","last year was",40
"8095","life of a",40
"8096","like in the",40
"8097","looking like a",40
"8098","makes me happy",40
"8099","makes me think",40
"8100","many people are",40
"8101","me for the",40
"8102","me to take",40
"8103","more to the",40
"8104","most of these",40
"8105","my hands on",40
"8106","my living room",40
"8107","national weather service",40
"8108","near the end",40
"8109","need a new",40
"8110","not only a",40
"8111","not only does",40
"8112","of him and",40
"8113","of the body",40
"8114","of the case",40
"8115","of the good",40
"8116","of weeks ago",40
"8117","of what he",40
"8118","of your favorite",40
"8119","on a day",40
"8120","on the news",40
"8121","on the spot",40
"8122","on tuesday the",40
"8123","one at a",40
"8124","only in the",40
"8125","out as a",40
"8126","out to me",40
"8127","part of her",40
"8128","people are so",40
"8129","people at the",40
"8130","play for the",40
"8131","preheat oven to",40
"8132","preheat the oven",40
"8133","quite some time",40
"8134","read a book",40
"8135","result in a",40
"8136","right to be",40
"8137","rt thank you",40
"8138","run for the",40
"8139","said he did",40
"8140","said i have",40
"8141","said i know",40
"8142","said that if",40
"8143","said the state",40
"8144","same as the",40
"8145","same time i",40
"8146","says it is",40
"8147","second and third",40
"8148","see it as",40
"8149","send it to",40
"8150","she is in",40
"8151","she said we",40
"8152","so good i",40
"8153","so much about",40
"8154","so thankful for",40
"8155","something about the",40
"8156","sponsored by the",40
"8157","talking about how",40
"8158","tell the truth",40
"8159","tells the story",40
"8160","than a few",40
"8161","than i am",40
"8162","than in the",40
"8163","than the other",40
"8164","thank you you",40
"8165","thanks to my",40
"8166","that for the",40
"8167","that looks like",40
"8168","that may have",40
"8169","that when the",40
"8170","the beastie boys",40
"8171","the children of",40
"8172","the community and",40
"8173","the company to",40
"8174","the costs of",40
"8175","the difference in",40
"8176","the fate of",40
"8177","the first person",40
"8178","the game but",40
"8179","the game on",40
"8180","the goal of",40
"8181","the home of",40
"8182","the language of",40
"8183","the lines of",40
"8184","the moment and",40
"8185","the ncaa tournament",40
"8186","the other is",40
"8187","the point that",40
"8188","the reality is",40
"8189","the sight of",40
"8190","the team in",40
"8191","the way down",40
"8192","the wrong way",40
"8193","the year the",40
"8194","then there was",40
"8195","then you are",40
"8196","there is more",40
"8197","they are still",40
"8198","think i would",40
"8199","third in the",40
"8200","through the first",40
"8201","tickets to the",40
"8202","time when i",40
"8203","to a point",40
"8204","to keep his",40
"8205","to make her",40
"8206","to remember that",40
"8207","to remove the",40
"8208","to share it",40
"8209","to take some",40
"8210","to use my",40
"8211","to work i",40
"8212","today was a",40
"8213","today we are",40
"8214","took advantage of",40
"8215","took care of",40
"8216","up a few",40
"8217","up for it",40
"8218","up with that",40
"8219","wait to be",40
"8220","want him to",40
"8221","was sentenced to",40
"8222","way or another",40
"8223","we believe that",40
"8224","weeks ago i",40
"8225","well i have",40
"8226","what he did",40
"8227","what he does",40
"8228","when i need",40
"8229","while you are",40
"8230","who is going",40
"8231","why can't i",40
"8232","why do we",40
"8233","with the u.s",40
"8234","with you in",40
"8235","work on my",40
"8236","would be very",40
"8237","would have made",40
"8238","wrong with that",40
"8239","you are very",40
"8240","you choose to",40
"8241","you for sharing",40
"8242","you get it",40
"8243","you i am",40
"8244","you may want",40
"8245","you too i",40
"8246","a big difference",39
"8247","a bowl of",39
"8248","a little less",39
"8249","a one year",39
"8250","a position to",39
"8251","a type of",39
"8252","able to use",39
"8253","about a month",39
"8254","about to start",39
"8255","about what they",39
